,Val1,Val2,Val3,VTUNE12,fpeak,gain,fimg,img
531,5.94,26.94,2.18,1.3,397000000,13.558368774678,297000000,117.277766606078
532,5.94,26.94,2.18,1.4,400000000,13.441609355428,300000000,107.89620464903
534,5.94,26.94,2.3,1,386000000,13.504687929866,286000000,111.844615802852
535,5.94,26.94,2.3,1.1,389000000,13.405636702706,289000000,120.444038822916
536,5.94,26.94,2.3,1.2,393000000,13.312619116582,293000000,119.108977884342
537,5.94,26.94,2.3,1.3,396000000,13.214106020759,296000000,110.111156873081
538,5.94,26.94,2.3,1.4,399000000,13.103564261517,299000000,101.711670643521
540,5.94,27.06,1.7,1,390000000,15.631042420341,290000000,95.523778980958
541,5.94,27.06,1.7,1.1,393000000,15.488230299948,293000000,99.654482751576
542,5.94,27.06,1.7,1.2,396000000,15.318363534523,296000000,105.005932043459
543,5.94,27.06,1.7,1.3,399000000,15.127986418012,299000000,112.224999078762
544,5.94,27.06,1.7,1.4,402000000,14.922638074676,302000000,120.031832667866
546,5.94,27.06,1.82,1,389000000,15.236784105088,289000000,98.019641917036
547,5.94,27.06,1.82,1.1,392000000,15.102662997953,292000000,103.123843577771
548,5.94,27.06,1.82,1.2,395000000,14.945324622978,295000000,110.036712749657
549,5.94,27.06,1.82,1.3,398000000,14.770268545264,298000000,118.706623673624
550,5.94,27.06,1.82,1.4,402000000,14.600441244558,302000000,119.109500162848
552,5.94,27.06,1.94,1,388000000,14.835658497025,288000000,101.167864900963
553,5.94,27.06,1.94,1.1,391000000,14.709693870757,291000000,107.677935138941
554,5.94,27.06,1.94,1.2,394000000,14.563814611776,294000000,116.517832765546
555,5.94,27.06,1.94,1.3,398000000,14.407468841363,298000000,117.782051447133
556,5.94,27.06,1.94,1.4,401000000,14.27135965614,301000000,118.0540455799
558,5.94,27.06,2.06,1,387000000,14.432814678415,287000000,105.24396180591
559,5.94,27.06,2.06,1.1,390000000,14.314577768902,290000000,113.732224564302
560,5.94,27.06,2.06,1.2,393000000,14.179257265284,293000000,121.304984869464
561,5.94,27.06,2.06,1.3,397000000,14.058764170797,297000000,119.671149085287
562,5.94,27.06,2.06,1.4,400000000,13.930494217196,300000000,110.928801891339
564,5.94,27.06,2.18,1,386000000,14.031919553359,286000000,110.669227763007
565,5.94,27.06,2.18,1.1,389000000,13.921052421211,289000000,120.356916914581
566,5.94,27.06,2.18,1.2,393000000,13.811174410616,293000000,120.439304499216
567,5.94,27.06,2.18,1.3,396000000,13.703774064198,296000000,113.223854699726
568,5.94,27.06,2.18,1.4,399000000,13.583224487102,299000000,104.272017743759
