,Val1,Val2,Val3,VTUNE12,fpeak,gain,fimg,img
372,1.82,27.18,5.94,1,387000000,14.904237484789,287000000,104.660417885655
373,1.82,27.18,5.94,1.1,390000000,14.794831943769,290000000,112.525303014626
374,1.82,27.18,5.94,1.2,393000000,14.665768305524,293000000,120.565055006704
375,1.82,27.18,5.94,1.3,396000000,14.521131065373,296000000,116.954580976113
376,1.82,27.18,5.94,1.4,399000000,14.364380430182,299000000,107.841770059327
378,1.82,27.18,6.06,1,386000000,15.070397839495,286000000,110.741049259451
379,1.82,27.18,6.06,1.1,389000000,14.951516171434,289000000,120.050357257064
380,1.82,27.18,6.06,1.2,392000000,14.812506386142,292000000,120.234723704102
381,1.82,27.18,6.06,1.3,395000000,14.657790801655,295000000,110.808129005605
382,1.82,27.18,6.06,1.4,398000000,14.491127028154,298000000,103.037315569378
384,1.82,27.18,6.18,1,385000000,15.237660834135,285000000,118.270516637285
385,1.82,27.18,6.18,1.1,388000000,15.10739983205,288000000,123.03621719402
386,1.82,27.18,6.18,1.2,391000000,14.956500825177,291000000,114.2970718825
387,1.82,27.18,6.18,1.3,394000000,14.789788472596,294000000,105.587670843815
388,1.82,27.18,6.18,1.4,397000000,14.611369717093,297000000,99.317660178348
390,1.82,27.18,6.3,1,384000000,15.404998711926,284000000,124.455090965916
391,1.82,27.18,6.3,1.1,387000000,15.260827703807,287000000,118.345492189137
392,1.82,27.18,6.3,1.2,390000000,15.095501841939,290000000,108.560867481957
393,1.82,27.18,6.3,1.3,393000000,14.914325363736,293000000,101.57218856916
394,1.82,27.18,6.3,1.4,397000000,14.751259709363,297000000,99.457607058599
396,1.82,27.3,5.7,1,388000000,14.749900402447,288000000,98.721694189467
397,1.82,27.3,5.7,1.1,391000000,14.647126200814,291000000,104.445370015475
398,1.82,27.3,5.7,1.2,394000000,14.526857931451,294000000,112.118077286369
399,1.82,27.3,5.7,1.3,397000000,14.392586874881,297000000,117.720461860611
400,1.82,27.3,5.7,1.4,400000000,14.247205987505,300000000,115.216057490265
402,1.82,27.3,5.82,1,387000000,14.917192217084,287000000,103.397985377967
403,1.82,27.3,5.82,1.1,390000000,14.806459903404,290000000,110.741952898861
404,1.82,27.3,5.82,1.2,393000000,14.677982491358,293000000,118.278114893098
405,1.82,27.3,5.82,1.3,396000000,14.535494887446,296000000,117.636481177716
406,1.82,27.3,5.82,1.4,399000000,14.382104600599,299000000,109.984514761801
408,1.82,27.3,5.94,1,386000000,15.085289827849,286000000,109.159238403008
409,1.82,27.3,5.94,1.1,389000000,14.965466344999,289000000,117.806059955709
410,1.82,27.3,5.94,1.2,392000000,14.827595573695,292000000,119.771142290885
411,1.82,27.3,5.94,1.3,395000000,14.675701855724,295000000,112.998940194448
412,1.82,27.3,5.94,1.4,398000000,14.513145896676,298000000,104.772342281198
414,1.82,27.3,6.06,1,385000000,15.254106447354,285000000,116.230769252294
415,1.82,27.3,6.06,1.1,388000000,15.123598777537,288000000,121.397643019087
416,1.82,27.3,6.06,1.2,391000000,14.974704635643,291000000,116.393081668003
417,1.82,27.3,6.06,1.3,394000000,14.811793102226,294000000,107.439411752127
418,1.82,27.3,6.06,1.4,397000000,14.638523278366,297000000,100.680841520773
